Municipality,Description,Amount,Year,Coordinates,Latitude,Longitude
Town of Granby ,Small-Scale Payment ,750,2015.0,"(42.2570866, -72.51688589999999)",42.2570866,-72.51688589999999
Town of Granville ,Small-Scale Payment ,500,2015.0,"(42.0669334, -72.8806439)",42.0669334,-72.8806439
Town of Greenfield ,Small-Scale Payment ,1250,2015.0,"(42.587915, -72.5994104)",42.587915,-72.5994104
Town of Groton ,Small-Scale Payment ,1000,2015.0,"(42.6088719, -71.57211629999999)",42.6088719,-71.57211629999999
Town of Halifax ,Small-Scale Payment ,750,2015.0,"(41.991316, -70.8608607)",41.991316,-70.8608607
Town of Hamilton ,Small-Scale Payment ,750,2015.0,"(42.63620520000001, -70.8431049)",42.63620520000001,-70.8431049
Town of Hampden ,Small-Scale Payment ,750,2015.0,"(42.0644954, -72.4139313)",42.0644954,-72.4139313
Town of Hanson ,Small-Scale Payment ,750,2015.0,"(42.0651405, -70.8666082)",42.0651405,-70.8666082
City of Haverhill ,Small-Scale Payment ,2000,2015.0,"(42.7762015, -71.0772796)",42.7762015,-71.0772796
Town of Hingham ,Small-Scale Payment ,1250,2015.0,"(42.2418172, -70.889759)",42.2418172,-70.889759
Town of Ipswich ,Small-Scale Payment ,1000,2015.0,"(42.6800905, -70.8375707)",42.6800905,-70.8375707
Town of Lakeville ,Small-Scale Payment ,1000,2015.0,"(41.8459169, -70.9495226)",41.8459169,-70.9495226
City of Lawrence ,Small-Scale Payment ,2000,2015.0,"(42.7070354, -71.1631137)",42.7070354,-71.1631137
Town of Leverett ,Small-Scale Payment ,500,2015.0,"(42.4519581, -72.5011335)",42.4519581,-72.5011335
Town of Longmeadow ,Small-Scale Payment ,1250,2015.0,"(42.0501022, -72.5828642)",42.0501022,-72.5828642
City of Lowell ,Small-Scale Payment ,2000,2015.0,"(42.6334247, -71.31617179999999)",42.6334247,-71.31617179999999
Town of Ludlow ,Small-Scale Payment ,1250,2015.0,"(42.1600936, -72.47591899999999)",42.1600936,-72.47591899999999
City of Lynn ,Small-Scale Payment ,2000,2015.0,"(42.46676300000001, -70.9494938)",42.46676300000001,-70.9494938
City of Malden ,Small-Scale Payment ,2000,2015.0,"(42.4250964, -71.066163)",42.4250964,-71.066163
Town of Manchester-by-the-Sea ,Small-Scale Payment ,750,2015.0,"(42.577834, -70.7675967)",42.577834,-70.7675967
Town of Mansfield ,Small-Scale Payment ,1250,2015.0,"(42.03345650000001, -71.2190578)",42.03345650000001,-71.2190578
Town of Marshfield ,Small-Scale Payment ,1500,2015.0,"(42.0921969, -70.71092449999999)",42.0921969,-70.71092449999999
Town of Mashpee ,Small-Scale Payment ,1250,2015.0,"(41.647872, -70.4819674)",41.647872,-70.4819674
Town of Medway ,Small-Scale Payment ,1000,2015.0,"(42.1417641, -71.3967256)",42.1417641,-71.3967256
Town of Merrimac ,Small-Scale Payment ,750,2015.0,"(42.8340582, -71.0005509)",42.8340582,-71.0005509
Town of Middleborough ,Small-Scale Payment ,1250,2015.0,"(41.8929942, -70.9107708)",41.8929942,-70.9107708
Town of Millis ,Small-Scale Payment ,750,2015.0,"(42.1669661, -71.351738)",42.1669661,-71.351738
Town of Milton ,Small-Scale Payment ,1500,2015.0,"(42.2495321, -71.0661653)",42.2495321,-71.0661653
Town of Montague ,Small-Scale Payment ,750,2015.0,"(42.5355277, -72.5353437)",42.5355277,-72.5353437
Town of Natick ,Small-Scale Payment ,1500,2015.0,"(42.2775281, -71.3468091)",42.2775281,-71.3468091
Town of Needham ,Small-Scale Payment ,1500,2015.0,"(42.2809285, -71.23775479999999)",42.2809285,-71.23775479999999
City of New Bedford ,Small-Scale Payment ,2000,2015.0,"(41.6362152, -70.93420499999999)",41.6362152,-70.93420499999999
Town of New Salem ,Small-Scale Payment ,500,2015.0,"(42.50425509999999, -72.3320289)",42.50425509999999,-72.3320289
City of Newburyport ,Small-Scale Payment ,1250,2015.0,"(42.8125913, -70.87727509999999)",42.8125913,-70.87727509999999
Town of Norfolk ,Small-Scale Payment ,1000,2015.0,"(42.1195426, -71.3250563)",42.1195426,-71.3250563
Town of North Attleborough ,Small-Scale Payment ,1500,2015.0,"(41.9695516, -71.35654389999999)",41.9695516,-71.35654389999999
Town of North Brookfield ,Small-Scale Payment ,500,2015.0,"(42.2749499, -72.0830789)",42.2749499,-72.0830789
City of Northampton ,Small-Scale Payment ,1500,2015.0,"(42.3250896, -72.64120129999999)",42.3250896,-72.64120129999999
Town of Northborough ,Small-Scale Payment ,1000,2015.0,"(42.31980859999999, -71.6423829)",42.31980859999999,-71.6423829
Town of Northfield ,Small-Scale Payment ,500,2015.0,"(42.6959093, -72.4528885)",42.6959093,-72.4528885
Town of Norwood ,Small-Scale Payment ,1500,2015.0,"(42.19439089999999, -71.19896949999999)",42.19439089999999,-71.19896949999999
Town of Orange ,Small-Scale Payment ,750,2015.0,"(42.5886201, -72.30955639999999)",42.5886201,-72.30955639999999
Town of Phillipston ,Small-Scale Payment ,500,2015.0,"(42.5486993, -72.1328582)",42.5486993,-72.1328582
Town of Plainfield ,Small-Scale Payment ,500,2015.0,"(42.5153633, -72.9162075)",42.5153633,-72.9162075
Town of Plymouth ,Small-Scale Payment ,2000,2015.0,"(41.9584457, -70.6672621)",41.9584457,-70.6672621
Town of Provincetown ,Small-Scale Payment ,500,2015.0,"(42.0547136, -70.1846012)",42.0547136,-70.1846012
Town of Rockport ,Small-Scale Payment ,750,2015.0,"(42.6581052, -70.61563129999999)",42.6581052,-70.61563129999999
Town of Royalston ,Small-Scale Payment ,500,2015.0,"(42.6775856, -72.18786039999999)",42.6775856,-72.18786039999999
City of Salem ,Small-Scale Payment ,1500,2015.0,"(42.5197473, -70.8954626)",42.5197473,-70.8954626
Town of Sandwich ,Small-Scale Payment ,1250,2015.0,"(41.75917829999999, -70.4937604)",41.75917829999999,-70.4937604
Town of Scituate ,Small-Scale Payment ,1250,2015.0,"(42.1774732, -70.75004659999999)",42.1774732,-70.75004659999999
Town of Seekonk ,Small-Scale Payment ,1000,2015.0,"(41.808434, -71.3369972)",41.808434,-71.3369972
Town of Shelburne ,Small-Scale Payment ,500,2015.0,"(42.5898074, -72.6884244)",42.5898074,-72.6884244
Town of Sherborn ,Small-Scale Payment ,500,2015.0,"(42.23898570000001, -71.3697813)",42.23898570000001,-71.3697813
Town of Shirley ,Small-Scale Payment ,750,2015.0,"(42.5452419, -71.6415557)",42.5452419,-71.6415557
Town of Shrewsbury ,Small-Scale Payment ,1500,2015.0,"(42.2959267, -71.71284709999999)",42.2959267,-71.71284709999999
Town of Shutesbury ,Small-Scale Payment ,500,2015.0,"(42.4564779, -72.4098077)",42.4564779,-72.4098077
Town of Somerset ,Small-Scale Payment ,1250,2015.0,"(41.7510709, -71.1415249)",41.7510709,-71.1415249
City of Somerville ,Small-Scale Payment ,2000,2015.0,"(42.3875968, -71.0994968)",42.3875968,-71.0994968
Town of South Hadley ,Small-Scale Payment ,1250,2015.0,"(42.21494999999999, -72.5935765)",42.21494999999999,-72.5935765
Town of Southampton ,Small-Scale Payment ,750,2015.0,"(42.2292572, -72.7300929)",42.2292572,-72.7300929
City of Springfield ,Small-Scale Payment ,2000,2015.0,"(42.1014831, -72.589811)",42.1014831,-72.589811
Town of Sturbridge ,Small-Scale Payment ,750,2015.0,"(42.1083244, -72.080789)",42.1083244,-72.080789
Town of Sutton ,Small-Scale Payment ,750,2015.0,"(42.1500353, -71.7632878)",42.1500353,-71.7632878
Town of Swansea ,Small-Scale Payment ,1250,2015.0,"(41.748162, -71.1895617)",41.748162,-71.1895617
City of Taunton ,Small-Scale Payment ,2000,2015.0,"(41.900101, -71.0897674)",41.900101,-71.0897674
Town of Topsfield ,Small-Scale Payment ,750,2015.0,"(42.6418275, -70.9504705)",42.6418275,-70.9504705
Town of Townsend ,Small-Scale Payment ,750,2015.0,"(42.6670785, -71.7069358)",42.6670785,-71.7069358
Town of Upton ,Small-Scale Payment ,750,2015.0,"(42.1736028, -71.6035229)",42.1736028,-71.6035229
Town of Warwick ,Small-Scale Payment ,500,2015.0,"(42.6820293, -72.33897429999999)",42.6820293,-72.33897429999999
Town of Wayland ,Small-Scale Payment ,1000,2015.0,"(42.3625953, -71.3614484)",42.3625953,-71.3614484
Town of Wellfleet ,Small-Scale Payment ,750,2015.0,"(41.93054679999999, -70.03097530000001)",41.93054679999999,-70.03097530000001
Town of Wendell ,Small-Scale Payment ,500,2015.0,"(42.5481852, -72.396722)",42.5481852,-72.396722
Town of Wenham ,Small-Scale Payment ,500,2015.0,"(42.6044177, -70.8869017)",42.6044177,-70.8869017
Town of West Boylston ,Small-Scale Payment ,750,2015.0,"(42.3667589, -71.78562699999999)",42.3667589,-71.78562699999999
Town of West Springfield ,Small-Scale Payment ,1500,2015.0,"(42.1070383, -72.6203675)",42.1070383,-72.6203675
Town of Westhampton ,Small-Scale Payment ,500,2015.0,"(42.3042798, -72.7757268)",42.3042798,-72.7757268
Town of Westport ,Small-Scale Payment ,1250,2015.0,"(41.5700183, -71.0735476)",41.5700183,-71.0735476
Town of Weymouth ,Small-Scale Payment ,2000,2015.0,"(42.2180724, -70.94103559999999)",42.2180724,-70.94103559999999
Town of Whately ,Small-Scale Payment ,500,2015.0,"(42.4398101, -72.6348118)",42.4398101,-72.6348118
Town of Williamsburg ,Small-Scale Payment ,500,2015.0,"(42.3928305, -72.7300929)",42.3928305,-72.7300929
Town of Williamstown ,Small-Scale Payment ,750,2015.0,"(42.71126330000001, -73.1994775)",42.71126330000001,-73.1994775
Town of Windsor ,Small-Scale Payment ,500,2015.0,"(42.5090217, -73.0457124)",42.5090217,-73.0457124
City of Worcester ,Small-Scale Payment ,2000,2015.0,"(42.2625932, -71.8022934)",42.2625932,-71.8022934
Town of Worthington ,Small-Scale Payment ,500,2015.0,"(42.399473, -72.9369442)",42.399473,-72.9369442
Abington ,Small-Scale Payment ,1250,2016.0,"(42.1048228, -70.9453218)",42.1048228,-70.9453218
Acton ,Small-Scale Payment ,1250,2016.0,"(42.4850931, -71.43284)",42.4850931,-71.43284
Amesbury ,Small-Scale Payment ,1250,2016.0,"(42.85839250000001, -70.93003759999999)",42.85839250000001,-70.93003759999999
Amherst ,Small-Scale Payment ,1500,2016.0,"(42.3732216, -72.5198537)",42.3732216,-72.5198537
Aquinnah ,Small-Scale Payment ,500,2016.0,"(41.3352369, -70.80078639999999)",41.3352369,-70.80078639999999
Arlington ,Small-Scale Payment ,1500,2016.0,"(42.4153925, -71.1564729)",42.4153925,-71.1564729
Ashby ,Small-Scale Payment ,500,2016.0,"(42.6772767, -71.81871389999999)",42.6772767,-71.81871389999999
Ashfield ,Small-Scale Payment ,500,2016.0,"(42.5264745, -72.788426)",42.5264745,-72.788426
Ashland ,Small-Scale Payment ,1250,2016.0,"(42.2612067, -71.4633956)",42.2612067,-71.4633956
Athol ,Small-Scale Payment ,1000,2016.0,"(42.59593290000001, -72.2267383)",42.59593290000001,-72.2267383
Auburn ,Small-Scale Payment ,1250,2016.0,"(42.1945385, -71.8356271)",42.1945385,-71.8356271
Ayer ,Small-Scale Payment ,750,2016.0,"(42.5611947, -71.58990539999999)",42.5611947,-71.58990539999999
Barnstable ,Small-Scale Payment ,2000,2016.0,"(41.7003208, -70.3002024)",41.7003208,-70.3002024
Barre ,Small-Scale Payment ,750,2016.0,"(42.422359, -72.104837)",42.422359,-72.104837
Bedford ,Small-Scale Payment ,1000,2016.0,"(42.4906231, -71.2760089)",42.4906231,-71.2760089
Belchertown ,Small-Scale Payment ,1250,2016.0,"(42.2800443, -72.40348469999999)",42.2800443,-72.40348469999999
Bernardston ,Small-Scale Payment ,500,2016.0,"(42.6710048, -72.5483277)",42.6710048,-72.5483277
Boxford ,Small-Scale Payment ,750,2016.0,"(42.6599138, -70.9971338)",42.6599138,-70.9971338
Braintree ,Small-Scale Payment ,1500,2016.0,"(42.2079017, -71.0040013)",42.2079017,-71.0040013
Brewster ,Small-Scale Payment ,1250,2016.0,"(41.7609271, -70.0829663)",41.7609271,-70.0829663
Brockton ,Small-Scale Payment ,2000,2016.0,"(42.0834335, -71.0183787)",42.0834335,-71.0183787
Brookline ,Small-Scale Payment ,2000,2016.0,"(42.33176419999999, -71.1211635)",42.33176419999999,-71.1211635
Buckland ,Small-Scale Payment ,500,2016.0,"(42.592307, -72.79176009999999)",42.592307,-72.79176009999999
Cambridge ,Small-Scale Payment ,2000,2016.0,"(42.3736158, -71.10973349999999)",42.3736158,-71.10973349999999
Charlemont ,Small-Scale Payment ,500,2016.0,"(42.627862, -72.86981829999999)",42.627862,-72.86981829999999
Chesterfield ,Small-Scale Payment ,500,2016.0,"(42.3917541, -72.8398172)",42.3917541,-72.8398172
Chicopee ,Small-Scale Payment ,2000,2016.0,"(42.1487043, -72.6078672)",42.1487043,-72.6078672
Chilmark ,Small-Scale Payment ,500,2016.0,"(41.3431688, -70.74475009999999)",41.3431688,-70.74475009999999
Clinton ,Small-Scale Payment ,1000,2016.0,"(42.4232376, -71.6835888)",42.4232376,-71.6835888
Cohasset ,Small-Scale Payment ,750,2016.0,"(42.24176749999999, -70.8036544)",42.24176749999999,-70.8036544
Colrain ,Small-Scale Payment ,500,2016.0,"(42.6731396, -72.6967587)",42.6731396,-72.6967587
Concord ,Small-Scale Payment ,1250,2016.0,"(42.4603719, -71.3489484)",42.4603719,-71.3489484
Conway ,Small-Scale Payment ,500,2016.0,"(42.5098085, -72.6995349)",42.5098085,-72.6995349
Cummington ,Small-Scale Payment ,500,2016.0,"(42.459188, -72.8913714)",42.459188,-72.8913714
Dartmouth ,Small-Scale Payment ,1500,2016.0,"(41.6130323, -70.9704787)",41.6130323,-70.9704787
Deerfield ,Small-Scale Payment ,750,2016.0,"(42.5445588, -72.6056435)",42.5445588,-72.6056435
Dennis ,Small-Scale Payment ,1250,2016.0,"(41.7360225, -70.1944324)",41.7360225,-70.1944324
Dover ,Small-Scale Payment ,750,2016.0,"(42.2458135, -71.27956379999999)",42.2458135,-71.27956379999999
East Brookfield ,Small-Scale Payment ,500,2016.0,"(42.2266927, -72.046446)",42.2266927,-72.046446
East Longmeadow ,Small-Scale Payment ,1250,2016.0,"(42.0645396, -72.5125863)",42.0645396,-72.5125863
Eastham ,Small-Scale Payment ,1000,2016.0,"(41.8299634, -69.97403609999999)",41.8299634,-69.97403609999999
Egremont ,Small-Scale Payment ,500,2016.0,"(42.1777247, -73.4415929)",42.1777247,-73.4415929
Everett ,Small-Scale Payment ,1500,2016.0,"(42.40843, -71.0536625)",42.40843,-71.0536625
Fall River ,Small-Scale Payment ,2000,2016.0,"(41.7014912, -71.1550451)",41.7014912,-71.1550451
Falmouth ,Small-Scale Payment ,1500,2016.0,"(41.5532208, -70.60858859999999)",41.5532208,-70.60858859999999
Fitchburg ,Small-Scale Payment ,1500,2016.0,"(42.5834228, -71.8022955)",42.5834228,-71.8022955
Franklin ,Small-Scale Payment ,1500,2016.0,"(42.0834313, -71.396725)",42.0834313,-71.396725
Freetown ,Small-Scale Payment ,750,2016.0,"(41.7619708, -71.014118)",41.7619708,-71.014118
Gardner ,Small-Scale Payment ,1250,2016.0,"(42.5750883, -71.998133)",42.5750883,-71.998133
Gill ,Small-Scale Payment ,500,2016.0,"(42.6408105, -72.4996367)",42.6408105,-72.4996367
Gloucester ,Small-Scale Payment ,1500,2016.0,"(42.6159285, -70.6619888)",42.6159285,-70.6619888
Goshen ,Small-Scale Payment ,500,2016.0,"(42.4407187, -72.7993986)",42.4407187,-72.7993986
Grafton ,Small-Scale Payment ,1250,2016.0,"(42.2070391, -71.6856236)",42.2070391,-71.6856236
Granby ,Small-Scale Payment ,750,2016.0,"(42.2570866, -72.51688589999999)",42.2570866,-72.51688589999999
Granville ,Small-Scale Payment ,500,2016.0,"(42.09965450000001, -72.92243289999999)",42.09965450000001,-72.92243289999999
Greenfield ,Small-Scale Payment ,1250,2016.0,"(42.587915, -72.5994104)",42.587915,-72.5994104
Groton ,Small-Scale Payment ,1000,2016.0,"(42.6088719, -71.57211629999999)",42.6088719,-71.57211629999999
Halifax ,Small-Scale Payment ,750,2016.0,"(41.99121299999999, -70.86198499999999)",41.99121299999999,-70.86198499999999
Hamilton ,Small-Scale Payment ,750,2016.0,"(42.63620520000001, -70.8431049)",42.63620520000001,-70.8431049
Hampden ,Small-Scale Payment ,750,2016.0,"(42.0639841, -72.4134167)",42.0639841,-72.4134167
Hanson ,Small-Scale Payment ,1000,2016.0,"(42.0655193, -70.8663632)",42.0655193,-70.8663632
Harwich ,Small-Scale Payment ,1250,2016.0,"(41.6716498, -70.0622231)",41.6716498,-70.0622231
Haverhill ,Small-Scale Payment ,2000,2016.0,"(42.7762015, -71.0772796)",42.7762015,-71.0772796
Hingham ,Small-Scale Payment ,1250,2016.0,"(42.2418172, -70.889759)",42.2418172,-70.889759
Holden ,Small-Scale Payment ,1250,2016.0,"(42.3517585, -71.8634062)",42.3517585,-71.8634062
Holliston ,Small-Scale Payment ,1000,2016.0,"(42.20009659999999, -71.4245049)",42.20009659999999,-71.4245049
Huntington ,Small-Scale Payment ,500,2016.0,"(42.2335218, -72.8796017)",42.2335218,-72.8796017
Ipswich ,Small-Scale Payment ,1000,2016.0,"(42.6800905, -70.8375707)",42.6800905,-70.8375707
Lakeville ,Small-Scale Payment ,1000,2016.0,"(41.8459169, -70.9495226)",41.8459169,-70.9495226
Leominster ,Small-Scale Payment ,1500,2016.0,"(42.5250906, -71.759794)",42.5250906,-71.759794
Leverett ,Small-Scale Payment ,500,2016.0,"(42.4519581, -72.5011335)",42.4519581,-72.5011335
Littleton ,Small-Scale Payment ,750,2016.0,"(42.5372893, -71.5128022)",42.5372893,-71.5128022
Longmeadow ,Small-Scale Payment ,1250,2016.0,"(42.0501022, -72.5828642)",42.0501022,-72.5828642
Lowell ,Small-Scale Payment ,2000,2016.0,"(42.6334247, -71.31617179999999)",42.6334247,-71.31617179999999
Ludlow ,Small-Scale Payment ,1250,2016.0,"(42.1600936, -72.47591899999999)",42.1600936,-72.47591899999999
Lunenburg ,Small-Scale Payment ,1000,2016.0,"(42.5971299, -71.7416301)",42.5971299,-71.7416301
Lynn ,Small-Scale Payment ,2000,2016.0,"(42.46676300000001, -70.9494938)",42.46676300000001,-70.9494938
Malden ,Small-Scale Payment ,2000,2016.0,"(42.4250964, -71.066163)",42.4250964,-71.066163
Manchester ,Small-Scale Payment ,750,2016.0,"(42.577834, -70.7675967)",42.577834,-70.7675967
Mansfield ,Small-Scale Payment ,1250,2016.0,"(42.03345650000001, -71.2190578)",42.03345650000001,-71.2190578
Marlborough ,Small-Scale Payment ,1500,2016.0,"(42.3459271, -71.5522874)",42.3459271,-71.5522874
Mashpee ,Small-Scale Payment ,1250,2016.0,"(41.647872, -70.4819674)",41.647872,-70.4819674
Medfield ,Small-Scale Payment ,1000,2016.0,"(42.185541, -71.3089507)",42.185541,-71.3089507
Medway ,Small-Scale Payment ,1000,2016.0,"(42.1417641, -71.3967256)",42.1417641,-71.3967256
Merrimac ,Small-Scale Payment ,750,2016.0,"(42.8340582, -71.0005509)",42.8340582,-71.0005509
Middleborough ,Small-Scale Payment ,1250,2016.0,"(41.8929942, -70.9107708)",41.8929942,-70.9107708
Middlefield ,Small-Scale Payment ,500,2016.0,"(42.3484207, -73.01510110000001)",42.3484207,-73.01510110000001
Milford ,Small-Scale Payment ,1500,2016.0,"(42.1398577, -71.5163049)",42.1398577,-71.5163049
Millis ,Small-Scale Payment ,750,2016.0,"(42.1669661, -71.351738)",42.1669661,-71.351738
Milton ,Small-Scale Payment ,1500,2016.0,"(42.2495321, -71.0661653)",42.2495321,-71.0661653
Montague ,Small-Scale Payment ,750,2016.0,"(42.5355277, -72.5353437)",42.5355277,-72.5353437
Monterey ,Small-Scale Payment ,500,2016.0,"(42.1792563, -73.21205259999999)",42.1792563,-73.21205259999999
Natick ,Small-Scale Payment ,1500,2016.0,"(42.2775281, -71.3468091)",42.2775281,-71.3468091
Needham ,Small-Scale Payment ,1500,2016.0,"(42.2809285, -71.23775479999999)",42.2809285,-71.23775479999999
New Bedford ,Small-Scale Payment ,2000,2016.0,"(41.6362152, -70.93420499999999)",41.6362152,-70.93420499999999
New Salem ,Small-Scale Payment ,500,2016.0,"(42.50425509999999, -72.3320289)",42.50425509999999,-72.3320289
Newburyport ,Small-Scale Payment ,1250,2016.0,"(42.8125913, -70.87727509999999)",42.8125913,-70.87727509999999
Newton ,Small-Scale Payment ,2000,2016.0,"(42.3370413, -71.20922139999999)",42.3370413,-71.20922139999999
Norfolk ,Small-Scale Payment ,1000,2016.0,"(42.1195426, -71.3250563)",42.1195426,-71.3250563
North Attleborough ,Small-Scale Payment ,1500,2016.0,"(41.9695516, -71.35654389999999)",41.9695516,-71.35654389999999
Northampton ,Small-Scale Payment ,1500,2016.0,"(42.3250896, -72.64120129999999)",42.3250896,-72.64120129999999
Northborough ,Small-Scale Payment ,1000,2016.0,"(42.31980859999999, -71.6423829)",42.31980859999999,-71.6423829
Northfield ,Small-Scale Payment ,500,2016.0,"(42.6959093, -72.4528885)",42.6959093,-72.4528885
Norwood ,Small-Scale Payment ,1500,2016.0,"(42.19439089999999, -71.19896949999999)",42.19439089999999,-71.19896949999999
Orange ,Small-Scale Payment ,750,2016.0,"(42.5886201, -72.30955639999999)",42.5886201,-72.30955639999999
Petersham ,Small-Scale Payment ,500,2016.0,"(42.4837752, -72.186669)",42.4837752,-72.186669
Phillipston ,Small-Scale Payment ,500,2016.0,"(42.5486993, -72.1328582)",42.5486993,-72.1328582
Plainfield ,Small-Scale Payment ,500,2016.0,"(42.5153633, -72.9162075)",42.5153633,-72.9162075
Plainville ,Small-Scale Payment ,750,2016.0,"(42.0042655, -71.3328331)",42.0042655,-71.3328331
Provincetown ,Small-Scale Payment ,1000,2016.0,"(42.0547136, -70.1846012)",42.0547136,-70.1846012
Rockland ,Small-Scale Payment ,1250,2016.0,"(42.1306563, -70.9161551)",42.1306563,-70.9161551
Rockport ,Small-Scale Payment ,750,2016.0,"(42.6556505, -70.620363)",42.6556505,-70.620363
Royalston ,Small-Scale Payment ,500,2016.0,"(42.6775856, -72.18786039999999)",42.6775856,-72.18786039999999
Salem ,Small-Scale Payment ,1500,2016.0,"(42.5197473, -70.8954626)",42.5197473,-70.8954626
Saugus ,Small-Scale Payment ,1500,2016.0,"(42.4651421, -71.0110473)",42.4651421,-71.0110473
Savoy ,Small-Scale Payment ,500,2016.0,"(42.5667512, -73.0287112)",42.5667512,-73.0287112
Seekonk ,Small-Scale Payment ,1000,2016.0,"(41.808434, -71.3369972)",41.808434,-71.3369972
Shelburne ,Small-Scale Payment ,500,2016.0,"(42.5898074, -72.6884244)",42.5898074,-72.6884244
Sherborn ,Small-Scale Payment ,500,2016.0,"(42.23898570000001, -71.3697813)",42.23898570000001,-71.3697813
Shirley ,Small-Scale Payment ,750,2016.0,"(42.5448725, -71.648202)",42.5448725,-71.648202
